Date,Name,Amt,Mode,Categorization,Status,Time of the Day,Day of the Week,Type of Expense
04-07-2023,Eggs,98.47,Net Banking,Food,Unnecessary,Morning,Tuesday,Variable
04-07-2023,Milk,58.43,UPI,Groceries,Necessary,Morning,Tuesday,Variable
04-07-2023,Clothes,1040,UPI,Shopping,Unnecessary,Afternoon,Tuesday,Variable
04-07-2023,Perfumes,7113.74,Credit Card,Luxury,Avoidable,Evening,Tuesday,Variable
05-07-2023,Vegetables,187.95,Credit Card,Food,Unnecessary,Morning,Wednesday,Variable
05-07-2023,Casino,4072.79,Cash,Gambling,Avoidable,Morning,Wednesday,Variable
05-07-2023,Fruits,173.82,Debit Card,Food,Unnecessary,Afternoon,Wednesday,Variable
05-07-2023,Train Ticket,477.05,Wallet,Transport,Avoidable,Afternoon,Wednesday,Variable
05-07-2023,Jewelry,1584.01,UPI,Luxury,Avoidable,Afternoon,Wednesday,Variable
05-07-2023,Fast Food,1422.09,Credit Card,Dining Out,Avoidable,Evening,Wednesday,Variable
05-07-2023,Grocery,220.55,Cash,Food,Unnecessary,Evening,Wednesday,Variable
05-07-2023,Restaurant,736.04,Debit Card,Food,Avoidable,Evening,Wednesday,Variable
05-07-2023,Betting,3995.3,Net Banking,Gambling,Avoidable,Evening,Wednesday,Variable
05-07-2023,Vape,477.04,Wallet,Tobacco,Avoidable,Evening,Wednesday,Variable
05-07-2023,Fast Food,1205.06,Wallet,Dining Out,Unnecessary,Night,Wednesday,Variable
05-07-2023,Milk,60.72,UPI,Groceries,Necessary,Night,Wednesday,Variable
05-07-2023,Whiskey,684,UPI,Alcohol,Avoidable,Night,Wednesday,Variable
06-07-2023,Pizza,553.8,Net Banking,Food,Unnecessary,Morning,Friday,Variable
06-07-2023,Milk,51.03,Credit Card,Groceries,Unnecessary,Afternoon,Friday,Variable
06-07-2023,Therapy,1240,Cash,Healthcare,Necessary,Night,Friday,Variable
07-07-2023,Milk,56.27,Wallet,Groceries,Necessary,Morning,Friday,Variable
07-07-2023,Vegetables,207.1,Wallet,Food,Unnecessary,Morning,Friday,Variable
07-07-2023,Movie,708.45,Wallet,Entertainment,Avoidable,Afternoon,Friday,Variable
07-07-2023,Grocery,224.34,Net Banking,Food,Unnecessary,Afternoon,Friday,Variable
07-07-2023,Rice,174.28,Wallet,Groceries,Necessary,Afternoon,Friday,Variable
07-07-2023,Cigarettes,64.48,Wallet,Tobacco,Avoidable,Afternoon,Friday,Variable
07-07-2023,Fruits,138.61,Credit Card,Food,Avoidable,Evening,Friday,Variable
07-07-2023,Books,462.56,Credit Card,Entertainment,Avoidable,Night,Friday,Variable
07-07-2023,Gaming,741.48,UPI,Entertainment,Avoidable,Night,Friday,Variable
07-07-2023,Cigarettes,468.4,Cash,Tobacco,Avoidable,Night,Friday,Variable
08-07-2023,Train Ticket,1684.83,Net Banking,Transport,Unnecessary,Morning,Monday,Variable
08-07-2023,Milk,51.75,Cash,Groceries,Necessary,Afternoon,Monday,Variable
09-07-2023,Vegetables,188.03,Wallet,Food,Avoidable,Morning,Sunday,Variable
09-07-2023,Cocktail,900,Credit Card,Alcohol,Avoidable,Morning,Sunday,Variable
09-07-2023,Fancy Restaurant,4130.47,Wallet,Dining Out,Unnecessary,Afternoon,Sunday,Variable
09-07-2023,Fast Food,921.3,UPI,Dining Out,Avoidable,Afternoon,Sunday,Variable
09-07-2023,Fruits,148.11,Cash,Food,Unnecessary,Afternoon,Sunday,Variable
09-07-2023,Milk,59.19,Credit Card,Groceries,Necessary,Afternoon,Sunday,Variable
09-07-2023,Hookah,337.29,UPI,Tobacco,Avoidable,Afternoon,Sunday,Variable
09-07-2023,Fine Dining,7911.72,UPI,Dining Out,Avoidable,Evening,Sunday,Variable
09-07-2023,Books,1336.32,Net Banking,Education,Unnecessary,Evening,Sunday,Variable
09-07-2023,Grocery,185.17,UPI,Food,Unnecessary,Evening,Sunday,Variable
09-07-2023,Accessories,4033,Cash,Shopping,Avoidable,Evening,Sunday,Variable
09-07-2023,Whiskey,887,Debit Card,Alcohol,Avoidable,Evening,Sunday,Variable
09-07-2023,Beer,830,Wallet,Alcohol,Avoidable,Evening,Sunday,Variable
09-07-2023,Hookah,89.76,Credit Card,Tobacco,Avoidable,Evening,Sunday,Variable
09-07-2023,Fancy Restaurant,5960.4,Cash,Dining Out,Avoidable,Night,Sunday,Variable
09-07-2023,Online Course,2061.13,UPI,Education,Necessary,Night,Sunday,Variable
09-07-2023,Wine,685,Credit Card,Alcohol,Avoidable,Night,Sunday,Variable
10-07-2023,Restaurant,828.97,Debit Card,Food,Avoidable,Morning,Monday,Variable
10-07-2023,Betting,1016.76,Debit Card,Gambling,Avoidable,Afternoon,Monday,Variable
10-07-2023,Rice,145.4,Net Banking,Groceries,Necessary,Evening,Monday,Variable
10-07-2023,Casino,3612.78,Credit Card,Gambling,Avoidable,Evening,Monday,Variable
10-07-2023,Pizza,537.02,Debit Card,Food,Unnecessary,Night,Monday,Variable
10-07-2023,Milk,64.08,Cash,Groceries,Unnecessary,Night,Monday,Variable
11-07-2023,Grocery,261.53,Debit Card,Food,Avoidable,Afternoon,Tuesday,Variable
11-07-2023,Pizza,661.64,Net Banking,Food,Unnecessary,Afternoon,Tuesday,Variable
11-07-2023,Vegetables,123.29,Wallet,Food,Unnecessary,Afternoon,Tuesday,Variable
11-07-2023,Books,541.31,Debit Card,Entertainment,Unnecessary,Evening,Tuesday,Variable
11-07-2023,Fruits,147.29,Debit Card,Food,Avoidable,Evening,Tuesday,Variable
11-07-2023,Doctor Fee,1391.78,Net Banking,Healthcare,Unnecessary,Evening,Tuesday,Variable
11-07-2023,Milk,59.93,Cash,Groceries,Necessary,Night,Tuesday,Variable
12-07-2023,Watches,15341.15,Cash,Luxury,Avoidable,Afternoon,Wednesday,Variable
12-07-2023,Gaming,572.49,Credit Card,Entertainment,Unnecessary,Evening,Wednesday,Variable
12-07-2023,Books,1105.73,UPI,Education,Necessary,Night,Wednesday,Variable
12-07-2023,Milk,51.15,Cash,Groceries,Unnecessary,Night,Wednesday,Variable
13-07-2023,Gaming,585.42,Debit Card,Entertainment,Unnecessary,Morning,Thursday,Variable
13-07-2023,Movie,809.68,UPI,Entertainment,Unnecessary,Morning,Thursday,Variable
13-07-2023,Coffee,221.33,Debit Card,Food & Dining,Avoidable,Morning,Thursday,Variable
13-07-2023,Grocery,177.66,Cash,Food,Unnecessary,Morning,Thursday,Variable
13-07-2023,Milk,55.32,Credit Card,Groceries,Unnecessary,Morning,Thursday,Variable
13-07-2023,Vegetables,198.95,UPI,Food,Avoidable,Morning,Thursday,Variable
13-07-2023,Metro,1096,Net Banking,Transport,Unnecessary,Morning,Thursday,Variable
13-07-2023,Cafe,3441.56,Credit Card,Dining Out,Avoidable,Afternoon,Thursday,Variable
13-07-2023,Fancy Restaurant,4994.03,Credit Card,Dining Out,Avoidable,Afternoon,Thursday,Variable
13-07-2023,Whiskey,617,Cash,Alcohol,Avoidable,Afternoon,Thursday,Variable
13-07-2023,Concert,5722.95,Debit Card,Entertainment,Unnecessary,Evening,Thursday,Variable
13-07-2023,Fruits,146.73,UPI,Food,Avoidable,Evening,Thursday,Variable
13-07-2023,Restaurant,677.31,Cash,Food,Avoidable,Evening,Thursday,Variable
13-07-2023,Online Course,2076.5,Debit Card,Education,Necessary,Night,Thursday,Variable
14-07-2023,Milk,58.26,UPI,Groceries,Unnecessary,Evening,Friday,Variable
14-07-2023,Casino,988.78,Debit Card,Gambling,Avoidable,Evening,Friday,Variable
14-07-2023,Betting,2904.49,UPI,Gambling,Avoidable,Evening,Friday,Variable
14-07-2023,Coffee,181.99,Net Banking,Food & Dining,Unnecessary,Night,Friday,Variable
14-07-2023,Train Ticket,1719.01,Net Banking,Transport,Unnecessary,Night,Friday,Variable
14-07-2023,Shoes,3087,Wallet,Shopping,Avoidable,Night,Friday,Variable
15-07-2023,Vegetables,120.74,Cash,Food,Unnecessary,Morning,Saturday,Variable
15-07-2023,Taxi,1380,UPI,Transport,Unnecessary,Morning,Saturday,Variable
15-07-2023,Books,1441.23,Cash,Education,Necessary,Afternoon,Saturday,Variable
15-07-2023,Fruits,158.79,Cash,Food,Unnecessary,Afternoon,Saturday,Variable
15-07-2023,Pizza,534.58,UPI,Food,Unnecessary,Afternoon,Saturday,Variable
15-07-2023,Burger,184.38,UPI,Food & Dining,Unnecessary,Evening,Saturday,Variable
15-07-2023,Grocery,233.64,Net Banking,Food,Avoidable,Night,Saturday,Variable
15-07-2023,Milk,56.05,UPI,Groceries,Unnecessary,Night,Saturday,Variable
16-07-2023,Therapy,1240,Cash,Healthcare,Necessary,Morning,Sunday,Variable
16-07-2023,Fast Food,865.35,Wallet,Dining Out,Unnecessary,Afternoon,Sunday,Variable
16-07-2023,Rice,187.85,UPI,Groceries,Unnecessary,Afternoon,Sunday,Variable
16-07-2023,Fancy Restaurant,5530.03,Credit Card,Dining Out,Unnecessary,Night,Sunday,Variable
16-07-2023,Milk,62.5,Cash,Groceries,Necessary,Night,Sunday,Variable
16-07-2023,Accessories,2889,UPI,Shopping,Unnecessary,Night,Sunday,Variable
17-07-2023,Grocery,229.29,Net Banking,Food,Avoidable,Morning,Monday,Variable
17-07-2023,Eggs,70.73,Cash,Food,Unnecessary,Morning,Monday,Variable
17-07-2023,Milk,62.22,Wallet,Groceries,Unnecessary,Morning,Monday,Variable
17-07-2023,Vegetables,161.68,Net Banking,Food,Avoidable,Morning,Monday,Variable
17-07-2023,Beer,801,UPI,Alcohol,Avoidable,Morning,Monday,Variable
17-07-2023,Vape,138.06,Credit Card,Tobacco,Avoidable,Morning,Monday,Variable
17-07-2023,Handbags,14823.95,Wallet,Luxury,Avoidable,Morning,Monday,Variable
17-07-2023,Whiskey,700,Net Banking,Alcohol,Avoidable,Afternoon,Monday,Variable
17-07-2023,Movie,943.99,Credit Card,Entertainment,Unnecessary,Evening,Monday,Variable
17-07-2023,Cocktail,761,Cash,Alcohol,Avoidable,Evening,Monday,Variable
17-07-2023,Clothes,7062,Net Banking,Shopping,Unnecessary,Evening,Monday,Variable
17-07-2023,Fruits,159.13,Cash,Food,Unnecessary,Night,Monday,Variable
17-07-2023,Wine,821,Cash,Alcohol,Avoidable,Night,Monday,Variable
18-07-2023,Netflix,311.4,Wallet,Entertainment,Unnecessary,Afternoon,Tuesday,Fixed
18-07-2023,Fast Food,1130.51,Debit Card,Dining Out,Unnecessary,Evening,Tuesday,Variable
18-07-2023,Milk,59.18,Debit Card,Groceries,Unnecessary,Night,Tuesday,Variable
19-07-2023,Gaming,434.15,UPI,Entertainment,Unnecessary,Morning,Wednesday,Variable
19-07-2023,Grocery,245.22,Wallet,Food,Unnecessary,Morning,Wednesday,Variable
19-07-2023,Restaurant,847.66,Debit Card,Food,Unnecessary,Morning,Wednesday,Variable
19-07-2023,Milk,55.6,Credit Card,Groceries,Necessary,Morning,Wednesday,Variable
19-07-2023,Fancy Restaurant,4262.38,Net Banking,Dining Out,Unnecessary,Afternoon,Wednesday,Variable
19-07-2023,Fruits,159.97,Cash,Food,Unnecessary,Afternoon,Wednesday,Variable
19-07-2023,Concert,5077.68,Debit Card,Entertainment,Avoidable,Evening,Wednesday,Variable
19-07-2023,Vegetables,217.32,Debit Card,Food,Avoidable,Evening,Wednesday,Variable
19-07-2023,Online Course,2242.78,Credit Card,Education,Unnecessary,Night,Wednesday,Variable
20-07-2023,Online Course,1608.82,Credit Card,Education,Necessary,Afternoon,Thursday,Variable
20-07-2023,Milk,53.83,Debit Card,Groceries,Necessary,Afternoon,Thursday,Variable
20-07-2023,Burger,200.1,Cash,Food & Dining,Unnecessary,Evening,Thursday,Variable
20-07-2023,Books,1558.77,Net Banking,Education,Necessary,Night,Thursday,Variable
20-07-2023,Rice,195.77,Debit Card,Groceries,Unnecessary,Night,Thursday,Variable
21-07-2023,Online Course,1829.9,UPI,Education,Necessary,Afternoon,Friday,Variable
21-07-2023,Fruits,142.64,UPI,Food,Avoidable,Afternoon,Friday,Variable
21-07-2023,Grocery,206.88,Debit Card,Food,Avoidable,Afternoon,Friday,Variable
21-07-2023,Whiskey,702,Credit Card,Alcohol,Avoidable,Afternoon,Friday,Variable
21-07-2023,Movie,972.12,Credit Card,Entertainment,Avoidable,Night,Friday,Variable
21-07-2023,Milk,51.59,Wallet,Groceries,Unnecessary,Night,Friday,Variable
21-07-2023,Vegetables,160.46,Wallet,Food,Avoidable,Night,Friday,Variable
22-07-2023,Books,468.8,UPI,Entertainment,Avoidable,Morning,Saturday,Variable
22-07-2023,Concert,5278.46,Wallet,Entertainment,Avoidable,Morning,Saturday,Variable
22-07-2023,Books,1052.75,Net Banking,Education,Unnecessary,Afternoon,Saturday,Variable
22-07-2023,Cigarettes,430.02,Wallet,Tobacco,Avoidable,Evening,Saturday,Variable
22-07-2023,Fast Food,1341.05,Debit Card,Dining Out,Unnecessary,Night,Saturday,Variable
22-07-2023,Coffee,342.58,Wallet,Food & Dining,Avoidable,Night,Saturday,Variable
22-07-2023,Milk,55.32,Credit Card,Groceries,Necessary,Night,Saturday,Variable
22-07-2023,Fuel,215,Net Banking,Transport,Avoidable,Night,Saturday,Variable
23-07-2023,Fruits,178.7,Cash,Food,Unnecessary,Morning,Sunday,Variable
23-07-2023,Grocery,269.43,Credit Card,Food,Avoidable,Morning,Sunday,Variable
23-07-2023,Train Ticket,816.95,Credit Card,Transport,Unnecessary,Morning,Sunday,Variable
23-07-2023,Milk,56.2,Cash,Groceries,Unnecessary,Afternoon,Sunday,Variable
23-07-2023,Cafe,3472.3,Cash,Dining Out,Unnecessary,Evening,Sunday,Variable
23-07-2023,Vegetables,213.23,Net Banking,Food,Avoidable,Night,Sunday,Variable
24-07-2023,Eggs,89.04,Cash,Food,Avoidable,Morning,Monday,Variable
24-07-2023,Train Ticket,1647.66,Wallet,Transport,Unnecessary,Morning,Monday,Variable
24-07-2023,Milk,60.14,UPI,Groceries,Unnecessary,Afternoon,Monday,Variable
24-07-2023,Pizza,359.08,Debit Card,Food,Unnecessary,Evening,Monday,Variable
24-07-2023,Clothes,4353,Net Banking,Shopping,Avoidable,Evening,Monday,Variable
24-07-2023,Books,599.61,Credit Card,Entertainment,Unnecessary,Night,Monday,Variable
24-07-2023,Medicines,505,Credit Card,Healthcare,Necessary,Night,Monday,Variable
25-07-2023,Online Course,1667.85,Credit Card,Education,Unnecessary,Morning,Tuesday,Variable
25-07-2023,Cocktail,787,Wallet,Alcohol,Avoidable,Morning,Tuesday,Variable
25-07-2023,Beer,838,Net Banking,Alcohol,Avoidable,Morning,Tuesday,Variable
25-07-2023,Fine Dining,8732.18,Cash,Dining Out,Avoidable,Afternoon,Tuesday,Variable
25-07-2023,Grocery,236.85,UPI,Food,Avoidable,Afternoon,Tuesday,Variable
25-07-2023,Milk,59.87,Debit Card,Groceries,Unnecessary,Afternoon,Tuesday,Variable
25-07-2023,Wine,719,Credit Card,Alcohol,Avoidable,Afternoon,Tuesday,Variable
25-07-2023,Lottery,621.31,Credit Card,Gambling,Avoidable,Afternoon,Tuesday,Variable
25-07-2023,Fruits,122.53,Credit Card,Food,Avoidable,Evening,Tuesday,Variable
25-07-2023,Whiskey,835,Wallet,Alcohol,Avoidable,Evening,Tuesday,Variable
25-07-2023,Vegetables,131.26,Debit Card,Food,Avoidable,Night,Tuesday,Variable
26-07-2023,Therapy,149,Credit Card,Healthcare,Unnecessary,Morning,Wednesday,Variable
26-07-2023,Cafe,2534.89,Cash,Dining Out,Unnecessary,Afternoon,Wednesday,Variable
26-07-2023,Uber,820,Wallet,Transport,Avoidable,Afternoon,Wednesday,Variable
26-07-2023,Books,1115.97,Credit Card,Education,Necessary,Evening,Wednesday,Variable
26-07-2023,Gaming,620.15,Wallet,Entertainment,Avoidable,Evening,Wednesday,Variable
26-07-2023,Fine Dining,7836.79,Debit Card,Dining Out,Avoidable,Night,Wednesday,Variable
26-07-2023,Milk,51.05,Net Banking,Groceries,Unnecessary,Night,Wednesday,Variable
27-07-2023,Gaming,702.02,Debit Card,Entertainment,Avoidable,Morning,Thursday,Variable
27-07-2023,Vegetables,216.87,Net Banking,Food,Unnecessary,Morning,Thursday,Variable
27-07-2023,Casino,4021.55,Cash,Gambling,Avoidable,Morning,Thursday,Variable
27-07-2023,Betting,1441.34,Credit Card,Gambling,Avoidable,Morning,Thursday,Variable
27-07-2023,Fast Food,1033.35,UPI,Dining Out,Unnecessary,Evening,Thursday,Variable
27-07-2023,Fruits,123.17,Cash,Food,Avoidable,Evening,Thursday,Variable
27-07-2023,Grocery,226.49,Credit Card,Food,Unnecessary,Evening,Thursday,Variable
27-07-2023,Milk,55.93,Net Banking,Groceries,Necessary,Evening,Thursday,Variable
27-07-2023,Fine Dining,7763.54,Cash,Dining Out,Avoidable,Night,Thursday,Variable
28-07-2023,Cafe,3675.72,Cash,Dining Out,Avoidable,Afternoon,Friday,Variable
28-07-2023,Burger,199.75,Debit Card,Food & Dining,Unnecessary,Afternoon,Friday,Variable
28-07-2023,Fast Food,1055.69,Debit Card,Dining Out,Avoidable,Evening,Friday,Variable
28-07-2023,Milk,52.73,Wallet,Groceries,Unnecessary,Evening,Friday,Variable
29-07-2023,Fruits,133.22,Debit Card,Food,Unnecessary,Afternoon,Saturday,Variable
29-07-2023,Vegetables,189.07,Wallet,Food,Unnecessary,Afternoon,Saturday,Variable
29-07-2023,Train Ticket,553.08,Credit Card,Transport,Avoidable,Afternoon,Saturday,Variable
29-07-2023,Whiskey,676,Net Banking,Alcohol,Avoidable,Evening,Saturday,Variable
29-07-2023,Doctor Fee,962.87,Cash,Healthcare,Necessary,Evening,Saturday,Variable
29-07-2023,Doctor Fee,414.15,Wallet,Healthcare,Necessary,Night,Saturday,Variable
31-07-2023,Fruits,147.7,Cash,Food,Avoidable,Morning,Monday,Variable
31-07-2023,Vegetables,181.63,Wallet,Food,Unnecessary,Morning,Monday,Variable
31-07-2023,Train Ticket,180.1,Wallet,Transport,Avoidable,Morning,Monday,Variable
31-07-2023,Accessories,3424,Wallet,Shopping,Avoidable,Afternoon,Monday,Variable
31-07-2023,Metro,252,Cash,Transport,Avoidable,Afternoon,Monday,Variable
31-07-2023,Casino,1858.67,Cash,Gambling,Avoidable,Evening,Monday,Variable
01-08-2023,Tuition Fee,27500,Net Banking,Education,Necessary,Morning,Tuesday,Fixed
01-08-2023,Mobile Recharge,744.97,Auto Debit,Utilities,Necessary,Morning,Tuesday,Fixed
01-08-2023,Water Bill,504.59,Auto Debit,Utilities,Necessary,Morning,Tuesday,Fixed
01-08-2023,Burger,194.69,Cash,Food & Dining,Avoidable,Morning,Tuesday,Variable
01-08-2023,Fruits,130.15,Wallet,Food,Avoidable,Morning,Tuesday,Variable
01-08-2023,Cocktail,825,Cash,Alcohol,Avoidable,Morning,Tuesday,Variable
01-08-2023,Whiskey,690,UPI,Alcohol,Avoidable,Morning,Tuesday,Variable
01-08-2023,Jewelry,14249.54,Net Banking,Luxury,Avoidable,Morning,Tuesday,Variable
01-08-2023,Internet,1433.99,Auto Debit,Utilities,Necessary,Afternoon,Tuesday,Fixed
01-08-2023,Movie,871.61,UPI,Entertainment,Unnecessary,Afternoon,Tuesday,Variable
01-08-2023,Vegetables,204.51,Cash,Food,Unnecessary,Afternoon,Tuesday,Variable
01-08-2023,Beer,892,Debit Card,Alcohol,Avoidable,Afternoon,Tuesday,Variable
01-08-2023,Betting,2925.36,Net Banking,Gambling,Avoidable,Afternoon,Tuesday,Variable
01-08-2023,Perfumes,1030.42,Cash,Luxury,Avoidable,Afternoon,Tuesday,Variable
01-08-2023,Electricity Bill,4168.24,Auto Debit,Utilities,Necessary,Evening,Tuesday,Fixed
01-08-2023,Grocery,248.48,Debit Card,Food,Avoidable,Evening,Tuesday,Variable
01-08-2023,Milk,52.35,Cash,Groceries,Necessary,Evening,Tuesday,Variable
01-08-2023,Fancy Restaurant,5821.74,Cash,Dining Out,Avoidable,Night,Tuesday,Variable
01-08-2023,Coffee,305.81,Credit Card,Food & Dining,Unnecessary,Night,Tuesday,Variable
01-08-2023,Restaurant,627.67,Debit Card,Food,Unnecessary,Night,Tuesday,Variable
01-08-2023,Wine,794,Wallet,Alcohol,Avoidable,Night,Tuesday,Variable
01-08-2023,Train Ticket,816.95,Credit Card,Transport,Unnecessary,Night,Tuesday,Variable
01-08-2023,Watches,7342.04,Wallet,Luxury,Avoidable,Night,Tuesday,Variable
02-08-2023,Books,1143.33,Net Banking,Education,Necessary,Morning,Wednesday,Variable
02-08-2023,Books,460.32,Cash,Entertainment,Avoidable,Morning,Wednesday,Variable
02-08-2023,Restaurant,940.3,Cash,Food,Avoidable,Morning,Wednesday,Variable
02-08-2023,Cafe,2888.27,Debit Card,Dining Out,Unnecessary,Evening,Wednesday,Variable
02-08-2023,Lottery,955.71,UPI,Gambling,Avoidable,Evening,Wednesday,Variable
02-08-2023,Milk,62.41,Debit Card,Groceries,Necessary,Night,Wednesday,Variable
03-08-2023,Concert,5679.29,Debit Card,Entertainment,Avoidable,Morning,Thursday,Variable
03-08-2023,Fruits,179.47,Debit Card,Food,Unnecessary,Morning,Thursday,Variable
03-08-2023,Grocery,225.02,Debit Card,Food,Avoidable,Afternoon,Thursday,Variable
03-08-2023,Milk,50.63,Cash,Groceries,Necessary,Afternoon,Thursday,Variable
03-08-2023,Fine Dining,7985.76,Debit Card,Dining Out,Avoidable,Evening,Thursday,Variable
03-08-2023,Books,1484.85,UPI,Education,Necessary,Evening,Thursday,Variable
03-08-2023,Vegetables,131.96,UPI,Food,Unnecessary,Evening,Thursday,Variable
04-08-2023,Exam Fee,499.58,Net Banking,Education,Unnecessary,Morning,Friday,Variable
04-08-2023,Casino,815.51,Credit Card,Gambling,Avoidable,Afternoon,Friday,Variable
04-08-2023,Milk,56.29,Debit Card,Groceries,Necessary,Night,Friday,Variable
05-08-2023,Cafe,3100.82,Wallet,Dining Out,Unnecessary,Morning,Saturday,Variable
05-08-2023,Fruits,122.64,Cash,Food,Unnecessary,Morning,Saturday,Variable
05-08-2023,Fuel,1295,UPI,Transport,Avoidable,Morning,Saturday,Variable
05-08-2023,Books,455.71,UPI,Entertainment,Unnecessary,Afternoon,Saturday,Variable
05-08-2023,Milk,52.52,Wallet,Groceries,Unnecessary,Afternoon,Saturday,Variable
05-08-2023,Rice,198.79,Credit Card,Groceries,Necessary,Afternoon,Saturday,Variable
05-08-2023,Fuel,265,Credit Card,Transport,Unnecessary,Afternoon,Saturday,Variable
05-08-2023,Grocery,189.43,Debit Card,Food,Avoidable,Evening,Saturday,Variable
05-08-2023,Vegetables,166.38,UPI,Food,Avoidable,Evening,Saturday,Variable
05-08-2023,Taxi,380,Debit Card,Transport,Avoidable,Evening,Saturday,Variable
05-08-2023,Cigarettes,479.76,Wallet,Tobacco,Avoidable,Evening,Saturday,Variable
05-08-2023,Gym Membership,3500,Cash,Healthcare,Necessary,Night,Saturday,Fixed
06-08-2023,Whiskey,821,Cash,Alcohol,Avoidable,Morning,Sunday,Variable
06-08-2023,Rice,195.12,Cash,Groceries,Unnecessary,Afternoon,Sunday,Variable
06-08-2023,Metro,1096,Net Banking,Transport,Unnecessary,Evening,Sunday,Variable
06-08-2023,Shoes,598,Credit Card,Shopping,Unnecessary,Evening,Sunday,Variable
06-08-2023,Gaming,302.94,Net Banking,Entertainment,Avoidable,Night,Sunday,Variable
06-08-2023,Burger,145.87,Debit Card,Food & Dining,Unnecessary,Night,Sunday,Variable
06-08-2023,Milk,63.19,Wallet,Groceries,Necessary,Night,Sunday,Variable
07-08-2023,Train Ticket,1924.42,Wallet,Transport,Unnecessary,Afternoon,Monday,Variable
07-08-2023,Vegetables,108.31,Credit Card,Food,Avoidable,Evening,Monday,Variable
07-08-2023,Cafe,3652.1,Debit Card,Dining Out,Unnecessary,Night,Monday,Variable
07-08-2023,Fine Dining,7943.22,Net Banking,Dining Out,Avoidable,Night,Monday,Variable
07-08-2023,Fruits,135.37,Net Banking,Food,Unnecessary,Night,Monday,Variable
07-08-2023,Grocery,227.91,Credit Card,Food,Unnecessary,Night,Monday,Variable
07-08-2023,Milk,58.36,Net Banking,Groceries,Unnecessary,Night,Monday,Variable
08-08-2023,Fast Food,938.53,Net Banking,Dining Out,Unnecessary,Afternoon,Friday,Variable
08-08-2023,Milk,53.47,Cash,Groceries,Necessary,Afternoon,Friday,Variable
08-08-2023,Pizza,377.12,Wallet,Food,Avoidable,Night,Friday,Variable
08-08-2023,Doctor Fee,1060.35,UPI,Healthcare,Necessary,Night,Friday,Variable
09-08-2023,Grocery,238.03,Debit Card,Food,Avoidable,Morning,Friday,Variable
09-08-2023,Vegetables,122.43,UPI,Food,Avoidable,Morning,Friday,Variable
09-08-2023,Cocktail,688,Net Banking,Alcohol,Avoidable,Morning,Friday,Variable
09-08-2023,Fast Food,1041.66,Debit Card,Dining Out,Unnecessary,Afternoon,Friday,Variable
09-08-2023,Fruits,174.07,Cash,Food,Unnecessary,Afternoon,Friday,Variable
09-08-2023,Hookah,86.13,Net Banking,Tobacco,Avoidable,Afternoon,Friday,Variable
09-08-2023,Milk,57.54,Credit Card,Groceries,Necessary,Evening,Friday,Variable
09-08-2023,Beer,870,Cash,Alcohol,Avoidable,Evening,Friday,Variable
09-08-2023,Whiskey,751,Credit Card,Alcohol,Avoidable,Night,Friday,Variable
09-08-2023,Wine,829,Wallet,Alcohol,Avoidable,Night,Friday,Variable
10-08-2023,Therapy,991,Debit Card,Healthcare,Unnecessary,Morning,Thursday,Variable
10-08-2023,Clothes,6323,Cash,Shopping,Unnecessary,Morning,Thursday,Variable
10-08-2023,Milk,60.97,Net Banking,Groceries,Unnecessary,Afternoon,Thursday,Variable
10-08-2023,Coffee,338.06,Net Banking,Food & Dining,Unnecessary,Night,Thursday,Variable
11-08-2023,Fast Food,941.43,Wallet,Dining Out,Unnecessary,Morning,Friday,Variable
11-08-2023,Milk,64.37,Cash,Groceries,Unnecessary,Morning,Friday,Variable
11-08-2023,Fruits,150.22,Debit Card,Food,Unnecessary,Afternoon,Friday,Variable
11-08-2023,Fancy Restaurant,4027.95,Credit Card,Dining Out,Unnecessary,Evening,Friday,Variable
11-08-2023,Vegetables,130.47,UPI,Food,Unnecessary,Evening,Friday,Variable
11-08-2023,Grocery,223.56,Net Banking,Food,Unnecessary,Night,Friday,Variable
11-08-2023,Shoes,1593,Cash,Shopping,Avoidable,Night,Friday,Variable
12-08-2023,Movie,900.27,UPI,Entertainment,Unnecessary,Morning,Saturday,Variable
12-08-2023,Milk,53.31,Net Banking,Groceries,Unnecessary,Morning,Saturday,Variable
12-08-2023,Fine Dining,8669.41,Credit Card,Dining Out,Avoidable,Afternoon,Saturday,Variable
12-08-2023,Perfumes,2103.61,Net Banking,Luxury,Avoidable,Evening,Saturday,Variable
12-08-2023,Fast Food,905.92,Credit Card,Dining Out,Avoidable,Night,Saturday,Variable
13-08-2023,Concert,7351.78,Credit Card,Entertainment,Unnecessary,Morning,Sunday,Variable
13-08-2023,Grocery,246.2,Credit Card,Food,Unnecessary,Morning,Sunday,Variable
13-08-2023,Lottery,396.31,Credit Card,Gambling,Avoidable,Morning,Sunday,Variable
13-08-2023,Burger,245.64,Debit Card,Food & Dining,Avoidable,Afternoon,Sunday,Variable
13-08-2023,Milk,63.29,Credit Card,Groceries,Necessary,Afternoon,Sunday,Variable
13-08-2023,Online Course,1946.63,Wallet,Education,Unnecessary,Evening,Sunday,Variable
13-08-2023,Vegetables,186.19,Cash,Food,Avoidable,Evening,Sunday,Variable
13-08-2023,Accessories,3286,Credit Card,Shopping,Avoidable,Evening,Sunday,Variable
13-08-2023,Lottery,3860.8,UPI,Gambling,Avoidable,Evening,Sunday,Variable
13-08-2023,Gaming,764.5,Wallet,Entertainment,Avoidable,Night,Sunday,Variable
